id,text,sentiment
2429,"ok....momentarily diverted. try this again.  goodnight, and sweet dreams!     WEBSITE2018 ",1
2430,keeeerrrrriiiiii!!!!  i really have nothing better to do then post on this thing at 224am.....wonderfullll. says alot.,0
2431, @USER  oh noes. how did you manage to send something to the trash can and empty it without noticing! i feel for ya ,0
2432,"just been playing with the new mobbler v0.4.0 and it adds some great new features, but won't play music on my e71, like v0.3.5 did ",0
2433,good morning twitters! tuesday... but like thursday ,1
2434, @USER  brilliant idea. just bring as much as you think you'll spend &amp; i'll swap you. bring a brolly ,0
2435,misses him right now. i need a hug ,0
2436, @USER  i have the same problem here .... but with rabbits   #blib,1
2437," @USER  hmm, as things are at the moment? no. but we'll be perfect little angels when  you come. ",1
2438,making dinner with my son ,1
2439,beans on toast with simona. can it get any better  ?,1
2440,i miss my old friends from elementary ans middle school ,0
2441,no more easter eggs left ,0
2442, @USER   it is such a good movie. yeahh always makes me feel so much happier! dot dot dot!,1
2443," @USER  i'm always cheerful when it's sunny at atl, means i'll get the heck away on time ",1
2444,a bad nite for the favorite teams: astros and spartans lose.  the nite out with t.w. was good.,0
2445, @USER  i totally took the change of scenery. it was great. ,1
2446,"didn't get my nap before, thinking i really need one now. be back later, twitterpeeps. ",1
2447, @USER   WEBSITE2018 there ya go  i'm not happy with it tho aha it doesnt look like him and its gone all wierd ):,1
2448, @USER  twitter people check this out ... he has his coffee only at barista everyday... ,1
2449," @USER  tweeple? you is down with the lingo, innit. but okay, thanks for the clarification ",1
2450,needs hugs/snuggles... ,0
2451,"trying to work out which of my projects need the most urgent love. tempted to go with the easiest, not most pressing ",0
2452, @USER  yay!!! hehe twins ,1
2453, @USER  thats my theme song but i can't get the video on my iphone  thanks for sharing though.,0
2454,"i dont want to believe what im reading...buu,so sad ",0
2455, @USER  hey there! sent you a dm. ,1
2456, @USER   i just saw this im sorry ,0
2457,"thought it would be interesting to get f1 updates from twitter, slightly regretting the decision, i can't see anyone elses's updates ",0
2458, WEBSITE2018  WEBSITE2018 and   WEBSITE2018 - test footage with my girlfriend (in hd) the dark one is underxposed ,0
2459,so now it's just a wait &amp; see game. i fall asleep &amp; it might or might not be there when i wake. ,0
2460, @USER  give me a call part 2? ,1
2461, @USER  just made that one less ,1
2462, @USER  just ordered your digital food photography book after being inspired by your talk at hallmark! ,1
2463, @USER  hahahahhha!! hows your food poisening going? has it gone away? ,0
2464,artistic affirmation from a drunk lady was kinda just what i needed! ,1
2465,shenagians!  my team is awesome&lt;3,1
2466, @USER  please tell me that's somewhere close to california!!! lol! ,0
2467," @USER  what a coincidence! i was just stalking your twitter feed and the gsoc news. ;) i'm doing great, thanks. how about you? ",1
2468, WEBSITE2018 - new baawwnggggg!  but no green. sigh.,1
2469,"i really want to go to thunder today, but my dog is going crazy and i can't leave him all day long  but i&quot;m boooooored",0
2470,mackie manhattan is in the building ,1
2471,where has all my money gone?! ,0
2472,going to sleep. hoping tomorrow is a better day. ,0
2473,"need some help?! want to buy a macbook pro, but still inlove with my old powerbook! ",0
2474, @USER  boo...that's where i'll be sitting too  providing i get the show settled quickly enough anyway! feel better soon x,0
2475," @USER  awww, you're so sweet. thank you for the compliment ",1
2476, @USER  no art tomorrow.  and nice to see you've joined twitter!,0
2477, @USER  im from belfast!! haha y does everyone characterize &quot;wee&quot; with us. hope you have fun ,1
2478,finally going to bed!  so tired. was gonna watch the hills but didnt =/,1
2479,slideshare's embed code is annoying me.  sorry about the tiny embed  #fail,0
2480,i desperatly wanna get my license ,0
2481,"shoot for the moon! even if you miss, you'll land among the stars. ",1
2482,"omg the hills! then i love money2, aww i think becky buckwild goes ",0
2483,something going live  tension stress qa,1
2484,my 5d mark ii just arrived! yay! ,1
2485," @USER  if i know how to do something, and have time... its so easy to answer ",1
2486, @USER  i love the way you draw giraffe eyelashes. ,1
2487," @USER  ours go straight to reports. so, i have no hope. ",1
2488,waiting for kelly's call. ,0
2489, @USER  hey you should go on tour sometime with your brother! metro station is freakin awesome! ,1
2490," @USER  yeah it twas. i wish that show was still on, i miss watching it ",0
2491," @USER  heck yes! i love you guys! i've thought of faking a haunting just to meet you, but i'm not that thorough ",1
2492,i feel sick  too much icecream,0
2493," @USER      that's a long-time, good for you!   ",1
2494, @USER  more like he gets to sleep with you!!!! you guys are awesome ,1
2495, @USER  maybe jordan could help you answer a few? just an idea.. ,1
2496,motel 6s do not have shampoos or conditioners. no blow dryers either. ,0
2497,a boring weekend ,0
2498,grr i want to keep reading but if i do i wont have anything left to read ,0
2499, @USER  i miss 'em too. ,0
2500," @USER  haha, don't worry! you'll get the hang of it! ",1
2501, WEBSITE2018 - the fabulous shmenge brothers - by jim cim #humor #comedy  (meant to be funny ,1
2502," @USER  i hate it too, but i just got back from the trainer. go! ",1
2503, @USER  you're one letter alway!    koreans don't use &quot;x&quot; so there's no hope for me. ,0
2504,good morning for a very rainy france  no gardening for me today.,0
2505,"last days talked a lot in english, a bit difficult after so much practice of italian...but it's ok ",1
2506,fine-tuning part of a song maddy and i r making.  sounding good. i feel pro. not. hahaha,1
2507,rye143gg (1:58:00 am): lol. ur really pretty....so pls don't pull a britney &lt;&lt; haha thnx shauna...that made me laugh ,1
2508, @USER  dude i can't go back to sleep ,0
2509, i think  @USER  lost the net ? sure hope not,0
2510,is ready to go to bed..long day tomorrow ,0
2511,meat week day 3: tummy hurts every night ,0
2512, @USER  ya i'm first generation here in the states so my parents and grandparents mainly speak greek.  yiayia's are the best! ,1
2513, @USER  i was thinking more that his uncle is what makes him weird. i'm not saying which one though. ,1
2514,i'm off today so i got to get my house cleaned :/ i't not bad just a little bit here and there wont take long ,1
2515,aahhh i need sleep but cloverfield at 3am was worth it! ,1
2516,ugh... allergies are killing me tonight! this house is driving me crazy! you and i should just run off and live in a bubble together  yes?,1
2517, @USER  i baked you a cake but i ated it ,0
2518,is all achey. i hope i'm not getting sick  off to bed.,0
2519,i'm being turned off ,0
2520,a healthy remedy for you and your dog   WEBSITE2018 #dogs,1
2521,"oh everyone is going to sleep, how much i wish i could  its only 4.45pm, and im @ work!",0
2522,"im lonely  keep me company! 22 female, duluth - minnesota",0
2523, @USER  waiting for your call ,1
2524, @USER  ok thanks elmar! ,1
2525, @USER  brody my friend ,1
2526,"i'm adding my fellow pfers.  nice to see so many of us here, too! ",1
2527, @USER  woohoo!  yeah that day i was rockin it hard core  ,1
2528, @USER  hey how are you? ,1
2529,across the universe. sleep. rehearsal tomorrow. ,1
2530, @USER  sounds like you're enjoying pregnancy ,1
2531,fell asleep . . . really didn't mean too  *christina*,0
2532, @USER  heyy!  you got those pictures of donnie's gift on the usb stick?! ,1
2533, @USER  good morning to you too.  ,1
2534," @USER  yeah, i had problems with iphoto to first doing the same. the beach looks lovely - jelous sat inside studying ",0
2535, @USER  im sorry im not a neetball deeeeb.   nah jennys mine  she talks to me on facebook.,1
2536, @USER  then i'll you a vancooooooover shout out to your new &quot;personal&quot; a  @USER  ount. ,1
2537,i've just spent 1 hour to enter all the bureaucratic nonsense for march. what a waste of my time ,0
2538, @USER   @USER  but! i'm useless if i don't sleep  it's not fair! i want all the fun as well!!!,0
2539," @USER  haha no, i'm going to play some cod 4 now ",1
2540,budget: a method for going broke methodically.    #1liners,1
2541, @USER  just started to work. but it's the last one before holidayholiday!! ,1
2542,peters back from work ill ,0
2543,laid around too much today... now my head hurts ,0
2544,uploading photos first before leaving ,1
2545," @USER  thanks for the twitter add, sunisa! i got to meet you once at a hin show here in the dc area and you were a sweetheart. ",1
2546,i miss my ex soo much ,0
2547, @USER  next you'll be using glue stick as chapstick ,1
2548,didnt goto town in the end. tidying flat instead. am on an 18 month contract which started last month ,0
2549,man work is hard ,0
2550," @USER   you stuck in traffic then? my journey was traffic free this morning, if it's any help.",0
2551, @USER  can't wait to see you in 4 sleeps and 3 days! ,1
2552,i forgot how to sleep ,0
2553," @USER  aww, thanks ",1
2554," @USER  aw, sorry to hear that. ",0
2555,"has the dodo's conundrum, feeling like i could just fly, but nothing happens everytime i try. can't decided whether to go out ",0
2556, @USER  but im home safe now dangerously twittering with a bogged mind  spellings r okaaay soo far ,0
2557, @USER  no. only close friends and family i'm afraid. i'm only a work colleague. ,0
2558,watching the roadworks develop outside the office that'll make me late for the next 10 weeks  #fb,0
2559,missing the fox   WEBSITE2018 ,0
2560,oh! and btw unlike the the luxury industry the o.a.t. industry is alive and well. and growing daily with out borders. ,1
2561,i just gave an msu fan a car rental discount.. he looked so sad i just couldn't turn him away.. ,0
2562, @USER  volunteer for the hunch beta invite... ,1
